8499 28094
866 869 249
8364 954 932
140 5401 -772
2820 3558 44
8328 3538 -247
5508 4766 31
2580 4655 -47
6864 5341 644
7027 6076 47
3322 5753 323
7676 3220 242
2050 924 -513
6314 6607 50
2129 5662 -192
7817 2155 934
345 6867 80
5502 1584 -507
1125 1071 684
5131 2318 280
1372 1974 -379
2880 673 482
2463 1557 322
1637 8045 621
6657 5651 -708
2342 7714 516
3713 6573 -284
4701 310 -365
1116 4204 -35
5252 6244 86
5911 2165 -976
2061 5298 -526
8008 1804 449
4358 7292 -710
313 7926 -71
4932 751 161
6082 6248 32
3277 7908 656
3388 520 322
4381 6028 -659
1258 5665 -734
7270 7974 769
8046 658 -692
5413 7710 -377
1745 6679 985
3240 3751 -874
58 3670 892
5952 2794 -169
7463 8283 -729
6374 1095 -155
2590 2144 662
172 2294 759
4123 6091 606
929 1429 377
5817 532 -155
6819 5509 811
3156 3196 -662
2143 4432 -377
7488 1505 -29
7959 2053 -175
1971 533 -56
1319 4789 -58
1275 2101 456
1134 4458 -160
4420 312 373
1965 6619 726
1970 7759 851
7754 247 -28
2160 2848 535
8214 4459 239
6282 8163 970
44 4312 -145
8461 405 330
5400 6084 885
3580 487 -622
8015 33 -438
4292 1698 149
4294 3498 -407
7293 2222 -839
914 4220 -591
7809 1153 -580
85 1485 120
4525 7671 856
5252 2915 -837
7593 1895 279
4540 7518 184
1633 7939 80
5551 2704 -952
4132 6428 948
1668 1339 -832
5287 3101 -885
5564 3683 -540
6651 5765 -549
7600 6117 -215
2618 6317 -958
6936 4329 -809
2020 5670 -505
6909 7231 -643
6286 5136 635
1401 2045 -74
258 589 541
1842 7971 47
4945 5306 358
7984 6143 662
8100 7862 -307
3825 6643 -68
2748 3322 -382
3328 6355 582
1817 5294 -571
7027 107 -445
1859 1432 48
2343 3788 -106
4956 3906 313
6387 396 157
5133 5108 443
6562 7910 -101
7454 466 -75
6652 15 512
8262 5352 -860
5193 7019 -531
3743 3078 90
8163 7261 637
6941 5587 470
7740 8413 -44
2066 760 151
4533 6685 -804
861 8408 220
4427 1325 -537
760 1604 -888
5802 5102 487
3516 2249 -573
4779 7643 -503
1277 5217 291
4290 7298 -767
7184 5771 -620
2447 6854 809
3147 7986 403
4386 6555 115
3017 6609 237
3778 4541 -582
1391 1138 -471
809 3070 -642
5611 549 -825
2737 2825 823
1963 68 -702
425 7880 -689
199 2512 958
4071 6002 430
1502 972 -475
8482 753 856
8376 1952 664
1443 5661 784
2150 6673 -392
4048 8145 174
1784 5793 -967
180 5948 -656
681 3460 -189
4960 2651 -642
3644 6463 -417
3507 2205 885
4452 76 -156
8457 5209 529
6654 1822 928
7512 5969 -142
4830 8305 -282
3665 787 -886
7505 6760 -919
853 7804 -132
2228 2466 -800
2287 2731 318
7446 7338 -428
6273 3783 -267
2050 1585 591
2615 4175 -923
6216 3707 776
8001 6235 -612
4945 6133 -153
102 7186 -329
5850 7981 -929
5414 2642 -840
7403 1986 948
6207 6269 -11
5563 1513 -929
5957 6524 -355
5367 6131 23
951 5806 -769
2266 3268 -285
6969 930 753
7988 5423 -1000
3893 3293 133
5523 7442 -789
4775 5220 87
3627 7018 -321
2788 6832 847
4182 3940 -20
580 4201 -402
2847 106 859
6872 2261 -576
3172 8451 437
4551 1654 -991
7501 7403 -109
4042 997 -228
2993 8013 -176
6281 808 469
96 7218 393
4637 7318 -127
4597 5174 -904
836 5786 767
655 8461 -531
460 1262 -592
2230 5186 -28
7336 1671 -725
388 7694 -523
1918 1561 -452
1169 7919 772
5206 1637 606
5229 5431 50
6121 476 -399
7515 4023 -528
6476 4017 -105
2582 1109 -951
5370 4371 219
7517 1085 -109
7088 4175 -70
1974 1948 -892
7333 1588 -22
3526 4245 -104
7547 2484 -943
2534 1113 -126
5860 2406 895
2305 8187 -859
2756 7949 -397
2520 885 -554
7100 7157 813
4070 1353 -252
3192 5051 -510
5219 5154 246
6904 1066 -459
3738 7992 251
3303 164 -59
7170 3364 413
5846 1592 -437
6345 5190 730
3067 4283 -231
1822 75 -669
4948 520 761
1275 7833 1
4239 115 144
4773 1111 -995
3610 1650 422
1502 7478 829
1609 1770 -146
4679 66 107
6822 3999 548
8082 1615 204
1135 6476 635
2602 3949 494
7147 4234 268
1040 2968 842
1307 3882 536
7895 3438 683
914 6670 161
1418 3157 465
1469 2743 456
8343 114 -472
2101 4874 -443
8071 7643 735
7724 7517 442
5381 6853 -345
1753 3018 -948
2854 8319 -685
6930 2736 259
1216 5701 63
2972 6428 823
8424 1955 929
3319 6379 322
1345 2060 56
8241 600 78
6863 5435 510
5260 3103 888
2445 5198 -328
4422 2779 476
7938 354 -966
6480 7157 23
6888 7116 712
2287 7361 553
7590 2022 -806
1599 4879 -255
2665 1891 370
6503 3200 -440
7737 5436 -121
7688 846 333
8349 7117 525
862 279 -756
2190 2373 241
5221 5165 -219
7492 5646 -618
7045 2302 885
3922 2220 950
2783 291 -885
6237 6287 -502
7999 1935 -285
3007 4096 348
804 7768 477
2019 2879 288
4361 1513 517
6217 3262 -65
384 6436 -650
3841 7205 431
5565 7732 10
8222 2229 801
8167 4262 100
4131 7560 845
6833 1658 456
5512 4761 407
1880 6470 513
4068 5936 234
4815 7430 -779
626 5361 335
7509 5242 -127
3225 7275 268
2880 3396 -878
6359 3362 -112
526 6685 -990
3079 689 333
4077 6600 783
1062 2528 455
5130 513 684
7714 4616 852
1760 965 -638
6934 2767 705
5072 4594 -312
7835 6854 -365
6637 7465 -412
2603 3555 49
7673 4861 633
8215 4530 229
7356 5792 -731
8388 4323 970
1563 3845 536
3898 8045 -928
4346 2191 -503
2347 2675 -856
8393 5637 -70
4112 4813 534
3764 4435 175
4150 708 952
2768 4846 -924
7293 2844 182
4858 5784 -899
7159 5765 923
6074 8494 801
3695 4188 -372
3890 5281 -964
1844 6773 55
1034 4414 -103
7253 7374 389
1461 981 618
4894 1332 214
5606 5411 786
4382 4031 623
1017 8199 -681
8108 8102 -942
7659 1523 -583
7947 817 633
1625 6103 -35
2494 3547 126
5075 5298 278
2216 4973 854
5841 652 921
7972 7435 -694
4561 291 -739
8102 4423 443
6323 4071 125
8331 5698 776
688 1473 -241
5473 3335 187
2135 7110 489
6919 2151 -809
4988 4432 415
2306 6856 -553
6248 2366 -829
7971 6049 736
3846 5548 104
2129 4013 690
1447 6325 -743
5019 7500 -992
6236 4861 -301
8090 2861 -926
4296 6096 301
4979 1337 -955
1594 1966 552
1704 3734 -330
3169 257 -401
3121 7199 93
1760 1192 -393
2364 1994 55
3521 1198 234
4596 3506 -764
1270 8064 937
7998 4956 -116
485 3573 -267
6530 4489 859
4318 2466 694
4285 5844 -27
3957 2144 477
7995 5169 -233
5928 225 -386
5404 6820 247
7617 648 489
1106 1939 860
573 4976 -807
6550 5373 867
7252 3785 448
3847 2575 480
4087 3943 -994
2383 2696 756
1419 7677 224
3309 1023 235
7685 7366 795
5806 6959 -853
6941 3832 12
2524 3558 -14
5616 3863 313
1751 7986 283
4298 5441 586
7167 6164 -611
1029 3397 723
7077 1039 -929
35 5221 648
3929 7416 -553
7439 1076 -862
2750 4095 -692
6790 2666 -152
3331 404 337
1789 1075 -200
7488 5985 -46
1064 4875 407
2331 3253 -921
298 2201 -142
3716 6535 -811
4835 62 251
1832 7003 934
5170 3000 -386
1124 3411 309
987 5703 -16
762 6928 139
6912 7327 280
860 8204 128
2306 5759 75
6657 8164 928
7568 5464 428
515 5456 966
7707 7159 -572
2569 2454 948
5495 7572 479
3960 4733 -89
34 4758 -603
2956 3253 8
604 7114 203
5849 311 747
2888 2909 -345
3908 8441 -683
5262 5936 -150
5572 1996 197
4236 6225 -709
3182 1832 -446
3799 833 850
2305 2216 -383
7678 4656 837
5629 535 -884
655 1538 -625
1587 5905 406
5903 5685 396
30 4278 -946
843 8172 -381
5590 7327 350
2888 1475 -405
2540 7243 -953
4381 965 -755
3755 2257 565
4380 4122 -805
7616 2443 167
6464 8344 215
1052 432 -131
2174 1246 799
1584 4293 -393
4404 3115 -802
2187 4556 -685
3799 7129 208
7057 2253 419
5068 737 551
912 7249 -664
6926 7571 519
1567 5984 -427
3752 1477 -229
4465 4790 -630
451 6090 -713
8052 4035 705
4936 5955 809
6241 3974 -780
2676 2171 876
3349 5406 -79
152 5564 701
4670 3417 -521
8108 1666 71
6401 3485 118
8286 1996 491
1482 338 -922
5064 5465 -126
8411 7381 611
6533 435 912
2764 8187 685
726 4194 -841
1607 572 909
6850 2762 775
3534 3150 610
3636 615 583
4774 3280 -491
5729 6059 -34
3917 1476 834
6517 7433 -914
1467 1784 975
4528 7592 660
7917 3562 -170
6105 1757 834
2305 253 -463
7817 1733 334
2196 3738 -227
700 3238 -500
3053 6144 451
2156 1228 547
2148 3500 -167
3201 4726 611
938 7708 447
408 6130 -548
535 6064 -260
7717 6031 82
3719 7382 -330
5125 938 783
7040 4215 351
7487 6065 -660
7623 4369 598
1226 3650 585
238 3337 -110
4207 6917 -248
6512 4917 -947
4310 7572 -91
5246 7737 -155
2697 3066 -482
5546 4709 770
2339 6657 -345
5673 6614 -795
1418 4369 -194
5668 3297 352
7971 3034 833
3973 7783 -404
5003 6349 155
3026 2822 449
3443 7327 188
4168 1013 -258
2617 3754 801
390 2769 207
1258 678 -167
3550 5463 258
1317 7961 -379
329 1536 -947
6204 4259 93
1318 8228 -379
6290 7239 -450
1370 3580 -883
5741 1867 998
7374 2285 404
3380 1885 809
8278 319 834
3604 6337 673
6029 6428 606
6033 4227 -957
6611 1294 901
237 6844 448
3386 5602 51
7521 1188 -545
857 4999 -107
8294 4383 790
5254 5192 -683
7427 4909 -631
4674 5492 325
4069 3909 731
8407 2758 -344
3545 5282 17
3739 6878 -770
1647 5062 -666
1117 478 -846
1368 513 -915
3732 3905 895
2383 6574 -778
5036 5057 -433
1319 2903 -591
160 7430 939
2611 2170 330
5608 1086 -347
7766 3619 94
3014 549 -646
1318 3296 25
4222 7987 -845
1689 1319 -66
3133 6569 60
7203 4895 499
610 3860 -701
6647 1707 -691
1072 7487 -634
497 3800 -260
3868 5116 346
3867 7191 625
2400 1497 -12
880 3089 538
5531 3699 -625
8367 3983 273
3061 2772 38
5000 4576 717
4591 5060 798
4749 6735 867
1651 2315 248
5257 47 -589
1366 824 220
5423 2134 -471
8037 1873 87
1424 810 -844
7198 5755 746
4091 4664 391
4881 7475 -538
6333 8460 -336
2993 1961 -172
4487 1838 861
3076 3448 803
2252 4358 -561
4423 4935 806
1402 1958 666
3633 2900 -648
6535 3091 245
7854 6583 595
791 6619 -684
3097 615 743
6712 1519 -344
7652 5588 -542
7491 5542 655
4168 6639 377
1774 353 604
740 8354 772
4672 1812 236
6338 5057 -777
1691 1241 -292
5411 849 604
2640 6200 -338
4672 5334 757
8450 4703 -898
4346 4573 944
7468 6591 758
7886 3577 305
1239 4878 725
2345 4218 -650
7801 5451 -366
6863 5229 -380
6101 5257 -960
6323 3578 -770
1044 3277 -503
5819 2086 86
6505 2214 -261
4638 6689 436
7989 6233 -418
4097 5129 -633
7160 3326 224
8070 4123 -745
4689 7324 600
5740 6897 440
8051 6220 79
7555 1872 900
6238 1606 986
1610 7194 978
5983 260 -896
267 3559 506
6 7320 -126
1920 2384 -20
5130 7984 -202
3155 6929 -138
123 1353 -881
2588 4304 248
7104 229 -569
850 3101 646
4942 4786 637
6761 179 -33
1794 5746 -217
1718 198 434
5021 8383 113
7224 375 617
2994 4429 324
5514 3019 -559
3745 2445 -142
7068 6769 217
97 7997 -585
88 319 -946
5823 1127 601
3297 4267 660
7268 4414 420
7441 651 -341
4549 6113 -510
8428 5606 407
2761 6883 540
7563 5117 876
2538 3029 -513
7617 7391 -278
1700 3109 -640
5635 4010 836
4087 7471 219
762 850 -248
4348 3201 -347
6293 375 -951
7225 1948 -598
3241 7593 254
5952 7781 -337
5493 4602 -243
3714 7350 108
7599 6602 -469
2348 3560 670
1292 8334 897
609 3101 160
6260 7124 780
1244 4175 -565
3251 415 717
1783 8142 -584
1323 7556 813
6171 1220 -312
912 2697 -354
4526 8327 142
2797 3064 402
2607 6165 -801
6198 3438 580
4085 5119 -5
5471 7614 -584
4215 6809 -653
5164 2028 426
4079 4604 388
7688 5758 -796
4719 7813 254
5830 274 762
133 6460 -287
5482 2925 751
2 8093 936
3948 4253 -344
2869 3237 -884
4294 571 -293
7191 1183 163
521 2465 998
3096 4048 -223
7107 1966 376
7764 2114 430
6679 457 196
2364 826 -908
4626 4177 177
4506 2796 969
4455 5439 562
7174 6594 -906
5522 7196 647
888 8057 -59
2836 4641 -56
6374 2093 -430
6930 4075 -719
1305 4358 100
2678 3206 138
7547 6000 -26
3418 4525 262
7772 1148 71
6831 3050 661
978 5969 889
1673 7881 -432
1360 4055 33
3358 800 -939
1386 6303 161
1929 4693 -667
3926 5621 720
3542 5219 -816
931 7503 530
107 4611 717
6213 6077 -498
4491 7003 610
6667 4303 -881
552 2761 -311
4432 1943 334
3132 6424 -622
8471 5555 -449
8449 8073 127
17 553 580
7637 4818 -904
5273 5348 939
226 6218 -140
5954 2969 787
7227 4238 148
50 2642 -891
8440 159 -737
2893 3028 986
7488 4505 -713
1868 311 617
1932 5429 89
1597 7009 546
4591 822 829
5164 6467 -253
5406 764 -302
3916 5571 744
4364 2403 -979
8189 4917 845
3068 778 560
3258 8310 110
5129 1501 635
2262 5909 -22
1445 230 -558
7968 4002 -601
2284 76 866
6127 8017 477
4122 3060 423
2732 5064 -308
1635 7067 768
2727 2625 852
5926 3175 178
2361 7791 -942
3411 300 729
3814 8212 823
3532 4579 467
5381 3004 -874
472 3415 695
4239 3657 213
8485 5890 536
6178 4895 -748
3349 6688 675
1964 2986 -887
6011 4538 449
1212 4715 7
3286 1354 610
2278 6871 -455
2420 3855 -954
7478 5845 292
6666 6643 -246
6737 2569 436
6029 2493 29
6536 1238 131
5454 1662 420
3262 7789 -309
7899 4681 -819
5830 6131 -415
1153 1516 -573
281 3116 876
4216 5406 -153
1199 4406 604
3956 1372 -149
8050 7392 -347
4029 4125 -91
2378 5328 -484
8427 3058 45
5599 1300 -888
215 7830 652
7575 6515 197
6376 4662 618
2690 6075 831
4660 5378 -855
5028 3178 143
1131 400 -225
1069 298 -133
1017 4836 882
891 2744 521
6401 1170 976
216 2164 -56
738 3960 161
4934 591 -966
2427 2176 -883
6558 8084 825
3536 874 -229
3923 5929 -959
1051 7477 207
5347 7215 -586
3791 6527 277
2774 1903 -20
6311 419 482
1249 5972 -408
5478 5242 722
8396 4846 -474
5926 875 543
4071 4524 -618
2974 5635 -64
4126 1611 -538
7541 7262 -531
469 1037 -475
2061 5858 703
4907 8365 -905
6085 5402 837
173 6322 -26
636 6784 -566
2798 5736 454
1751 3629 -382
3096 1587 587
3220 3018 -301
733 765 -647
1631 5242 146
3795 5589 -462
6717 8181 597
1903 1260 640
2144 4256 -360
7323 5943 939
1900 2404 -98
3670 6100 832
226 4783 689
3747 4435 -151
6176 3602 -542
3490 7532 467
8419 5115 73
6475 5026 -865
4561 1978 -492
5662 1130 94
7728 261 -516
6432 5091 -745
438 6976 700
825 5872 593
3542 5328 -912
8495 8138 349
2186 1814 -406
8204 3860 -376
5185 7960 -936
1114 4145 -137
1935 5996 -413
2270 1057 459
1964 1199 359
5359 1315 -567
4207 2398 -570
2498 2226 634
7028 5307 -602
2499 3782 -805
5382 4662 -692
7247 6773 203
7353 6807 -613
3939 5664 -67
5970 417 26
2563 302 -368
5178 3324 883
1302 4154 265
6490 3972 -324
1607 560 295
2992 843 -528
6914 6934 455
3416 1095 -621
3923 4314 850
1070 2092 -984
7149 1196 466
4551 8105 388
3847 2546 -458
3720 6088 -232
4528 15 139
8384 1317 -177
1155 6976 -996
6145 1385 991
4011 6919 396
3584 1590 450
166 7 442
5207 1170 -446
1709 1012 -603
5326 6353 -666
8125 5095 439
1146 1013 -156
367 4184 893
6122 7149 85
480 4063 -453
1650 3469 -750
6377 7795 -125
4899 8114 -975
3486 7057 -29
7228 7301 295
308 1663 -669
4226 2441 -831
8211 6852 -678
7576 893 861
3043 2092 185
4150 3308 581
6885 6870 -844
7952 2719 -671
6508 5289 197
3323 1425 -602
6640 1662 179
7138 1320 -809
5489 7384 821
6268 6052 -279
7865 2690 248
3030 4329 -367
4159 1563 588
1875 1733 444
2575 42 -618
380 2317 -814
2891 7962 844
383 6844 667
4858 2865 943
3195 5401 -728
1421 3479 -487
157 5904 93
7148 7435 44
8423 94 10
2674 8210 825
2143 7751 333
732 632 551
6717 2635 864
3525 5650 341
3320 5018 578
884 4967 -326
8269 5601 -379
4237 1371 -445
7259 4263 616
6995 2107 927
6117 1663 684
141 3785 -965
1623 750 -556
2354 8146 875
5506 2381 -130
6931 2888 359
907 801 -118
3821 1669 -366
4545 3759 -126
1658 3363 414
624 382 -211
6833 6046 -384
6581 1838 244
2177 6778 -554
7301 784 530
6448 5118 -985
4870 8007 -411
1908 6965 -64
5960 1296 206
4151 6919 228
4131 7687 -792
912 380 552
1038 5182 -903
3908 1027 911
3055 6139 -866
6762 3932 -288
437 5584 -647
6469 4335 899
1107 3140 94
7623 7381 760
2675 2329 -927
3385 4292 -882
7059 4984 810
5934 7597 -824
1691 3257 -911
8084 7618 -720
523 2356 -527
601 3078 -599
6187 8370 735
3516 603 996
7827 5983 -236
5262 6733 185
7740 6060 158
2615 1590 -830
719 712 206
5182 7042 -358
2906 3109 239
6068 5100 -772
8141 5987 894
1446 4119 -249
93 707 329
2860 4909 986
5663 4255 569
3418 2167 910
781 6375 -979
2318 5276 -651
2055 7333 -510
2786 860 998
7876 281 966
4797 349 169
4865 3736 81
1733 5733 83
547 6717 668
5460 173 983
3121 4167 607
3697 3026 -812
7183 7261 790
4917 4889 -225
2841 828 -501
2211 359 729
7401 7359 794
6345 4784 687
796 4571 324
333 4012 327
977 1356 -276
1255 3502 223
4392 4573 328
5886 746 69
651 3224 -247
4960 6817 13
2136 2237 576
5837 610 -963
6125 2415 343
4864 909 -949
5249 5728 -212
6522 529 -346
5345 1972 491
275 143 -863
4762 3009 -748
1992 8086 -884
1372 6357 -482
7990 8157 139
1740 2613 -61
5361 2704 366
2196 7699 481
1655 5711 612
1975 7864 661
7132 1091 92
7725 5892 219
6494 1394 -687
1871 5893 341
2994 4571 633
4078 7272 482
1554 1324 719
7928 4333 164
7536 6542 586
7860 8018 120
5108 790 920
391 372 -129
5031 2674 36
6496 6446 -3
6420 8393 128
6391 5706 231
231 1336 -773
2046 7459 53
1855 4055 459
157 8390 -592
1027 8097 109
4492 8240 155
7173 2955 796
788 3540 208
3213 1895 844
8484 5051 -796
7812 4999 349
3926 130 883
4421 4232 437
2371 4872 -211
3658 5816 -923
2039 1658 283
8461 1894 572
5290 6069 405
1212 6280 -977
5188 4825 252
3546 496 -768
264 3835 -645
7809 3700 -31
3610 1989 783
6241 5044 -258
1574 3361 617
3954 4696 834
534 455 -238
4092 8328 529
8047 4217 -729
988 5186 382
6846 7870 746
8188 6180 471
7090 1840 -72
785 4611 717
7104 7204 -940
2119 1846 -476
7645 6315 774
2733 2478 -308
8226 143 815
6766 4104 -918
1178 3172 -322
5754 5279 -939
3860 7232 906
2542 7429 649
914 4708 823
954 613 -765
8020 5631 718
1977 5825 817
6692 1695 565
8074 6009 -616
3710 2252 -624
7460 4081 0
209 5916 -594
8499 3597 543
5958 6211 -568
2682 672 -961
492 5409 -366
7285 2978 110
7536 4237 644
5563 2622 -911
6382 2436 713
5662 875 359
398 565 224
5840 1131 -458
6553 4610 453
7341 3468 -264
3866 5109 -862
7257 2353 306
1666 5351 286
2520 2787 791
1275 6278 -721
3068 5450 -854
8199 6818 -424
3742 1422 176
960 3765 645
4340 5545 349
5970 5996 476
1945 6348 -644
4047 7630 776
2760 8159 -878
8374 6477 44
6089 651 502
6396 4623 -979
4182 294 905
7441 5656 -421
3881 2512 -423
2555 6171 -424
2438 2729 242
6894 7451 413
4629 1526 -303
3469 7037 693
3913 8436 895
7115 6949 604
1788 1422 31
5143 7508 -12
1875 7608 -535
7802 3173 -72
2789 2029 456
2955 8149 -164
8118 6909 266
4293 3804 -379
2223 1030 -490
4923 4211 972
8383 1749 951
3756 5942 699
1082 3137 498
197 186 924
6378 4416 43
8090 445 -135
8254 2624 171
7061 5531 554
4005 1389 -365
4529 5414 830
2124 7188 237
7442 7117 597
3735 2838 342
4392 2405 558
938 5748 137
6809 2811 -6
1945 5293 415
874 5937 -858
7435 2459 -50
2269 6330 922
531 5091 -846
1461 4775 52
2544 7867 229
3120 597 855
6853 3246 47
7015 2226 128
3452 4593 -32
5083 120 -499
5240 3654 -356
6047 491 -728
881 4170 -335
5366 5994 256
2402 3318 -578
4500 1062 452
6665 1316 830
3499 6092 -465
970 405 770
2823 7443 -797
1333 3267 -353
4428 3416 41
4936 4243 -253
3853 77 98
2207 7320 138
1126 2912 -349
6962 4372 210
7020 7818 -958
5609 6882 -683
8005 1906 -648
2133 5771 534
2788 6081 644
8367 1436 -638
4228 6028 -36
4918 4629 677
1179 7510 -368
1751 7755 -74
7248 7242 -436
7381 768 -530
7786 6337 242
124 2156 -61
686 3232 562
8145 4816 -966
5291 8166 918
5919 5506 -741
2046 194 -913
7476 5138 315
88 216 -654
2623 4069 348
8217 39 -158
1657 878 852
5168 1881 779
2448 385 -454
5815 5377 -884
6681 7345 -821
4324 6490 288
2920 7839 -533
8458 3492 478
2584 1218 291
5298 1746 -610
3723 7763 -955
7722 4093 144
2776 2601 -137
1572 3194 370
283 5664 742
5383 5547 383
7151 583 -139
3627 1516 -319
7204 6208 969
4399 8029 865
4062 3573 943
5721 6158 -535
2571 7472 -420
4856 3883 -556
6409 4186 -149
2065 1688 248
6211 2259 -22
4138 1664 -840
3201 8181 202
2344 8361 -188
3520 1512 -464
2422 4932 189
1995 1723 319
5141 7695 -634
7617 1667 95
1498 8008 432
1544 8455 -414
4124 4499 -238
3224 7602 -605
7109 811 -153
2767 3704 740
7576 5849 -269
5378 65 -41
5307 6697 79
3099 5620 941
6491 2729 -394
8444 625 28
607 5251 678
233 7531 -399
3464 2744 29
5325 374 -377
2266 1270 612
5079 996 210
546 594 472
6406 3642 315
2973 7612 -549
1937 5115 -390
6442 8232 395
3840 1999 178
5459 2464 711
7600 5537 976
4252 4025 770
2345 3624 -876
4386 317 692
8209 1372 986
3457 6007 -944
3880 6751 -1
2938 3108 -787
3727 2923 444
4763 7169 -392
4825 6328 109
3223 1950 -424
4839 2436 -9
325 97 -159
7889 2937 -733
3845 5563 539
3281 7084 -312
7372 1384 -186
903 4463 985
4146 7907 -811
7551 5590 516
1689 509 -823
5659 1254 -596
8458 5464 -680
6460 6299 757
6977 1387 14
3299 4975 -491
2303 4526 -863
3897 772 70
5688 3152 792
3162 8369 440
5508 785 -932
4759 5006 292
612 5765 -996
6921 5583 138
4710 4018 -125
7982 6390 -205
4979 3664 -957
6646 1746 162
7185 5699 -711
6855 2563 -186
44 6959 252
227 7068 912
6017 4239 123
1417 865 -194
2777 2589 913
167 7177 428
6104 897 357
795 7434 -418
334 4543 367
166 2876 484
6465 8470 -540
1831 6573 -975
2180 4366 373
1997 6003 -765
5859 7301 23
4232 5782 -110
7213 5651 -667
5786 1759 -803
4669 5655 -29
6272 4024 159
4010 6720 -654
6262 243 -947
1937 3723 231
1548 4774 -510
950 2498 -957
7364 1802 865
7356 2802 558
4097 4456 -861
3359 1439 -350
3995 8372 -1
1074 5017 927
2477 5346 859
4702 1897 -604
7508 1913 927
1532 5073 596
5436 3003 413
8443 1099 -777
1763 3043 887
2976 1264 487
1829 8383 672
5999 468 -559
1223 3820 677
3912 6416 -56
8384 164 -667
3433 3804 -110
4633 7163 401
4350 6500 -266
8052 6065 -685
2491 2085 116
4720 6555 721
5251 7062 -590
7419 1296 959
5989 4826 -167
8122 1969 570
5334 1553 -789
8404 4071 -977
2306 7605 39
4603 4352 -2
3285 2033 760
7519 7057 -168
5087 6255 -653
5701 2686 -106
7865 1406 -378
1912 6499 364
1007 5877 599
4948 3397 208
7387 3792 717
2320 560 502
2498 3949 330
7396 1699 256
4985 5112 -674
5559 3351 453
7383 5685 516
6257 8073 -709
6288 7894 -331
8134 3979 -673
5522 2302 571
8248 8111 -403
6957 704 -636
6505 3099 -18
1444 1432 -644
3900 89 -806
7161 2473 837
2589 85 1
2867 5143 -109
4441 1697 824
7693 297 -330
6875 293 -838
4265 3631 -544
1617 1457 672
3048 1091 -425
1228 7652 834
390 3500 -163
4123 4845 636
7417 1405 587
6145 5427 -292
5083 7835 840
1604 3563 908
7603 7471 -38
6348 3901 848
1167 2423 412
7202 4497 -17
2946 3939 -322
4736 6149 -756
5871 6784 -822
6236 2814 -693
1087 4909 -121
8472 8172 940
4603 7067 -174
7845 4186 -636
6617 5660 -959
3726 6488 500
3163 8149 -256
1924 6259 -890
4151 2892 535
7974 1486 790
5928 2053 743
3752 1293 253
3057 5922 -169
7365 3572 356
2140 7914 -978
541 351 -906
5247 3314 214
7852 2210 -454
5788 3080 -259
2323 4687 864
7217 4409 214
4091 7425 795
7279 5319 658
5007 475 647
5526 3902 119
141 1648 -629
4499 3289 335
7781 5756 453
2112 626 -225
5141 4804 -818
8327 3683 -619
3676 6033 227
3188 5513 -902
5229 2350 29
614 3028 159
1055 7584 958
957 2443 -830
2268 7296 -493
1765 3537 692
5935 103 694
3401 4227 499
4601 3058 250
2396 8055 283
3607 5686 935
8123 900 -690
4739 2287 -555
4561 6057 195
1192 7083 -218
303 3774 667
3477 4925 -703
397 6883 48
8010 8266 -763
7305 5764 -205
6287 6622 -986
5551 1025 -759
7233 2845 625
1611 6817 73
4687 7395 -134
2363 2549 -812
6057 7380 274
2974 4909 -828
196 6188 549
3769 545 -319
5195 5336 494
4388 5320 -152
6651 620 -859
2486 1262 731
4753 8022 -125
3152 3789 -174
718 3586 -597
772 5503 961
2807 944 229
4217 7312 -884
27 4715 -194
7050 2803 772
6774 2959 -50
1691 6644 -187
4970 1952 -515
2375 3421 -732
1072 1167 977
5214 3712 510
8477 3605 516
5393 5079 -33
2059 637 -35
2216 4859 -405
4839 6059 932
3033 5973 -708
6188 3592 790
7400 8176 -20
2104 4723 637
2089 7149 0
289 3561 35
8443 4907 -705
4878 501 864
6789 3951 19
4945 4396 388
3136 7342 -155
357 2077 -98
2238 3391 -747
2862 5688 926
4836 3573 481
7894 4917 535
120 1434 -679
7559 6600 711
3100 3296 -693
153 4323 -297
7025 8018 -61
7310 3514 410
510 6271 -265
8374 1711 -954
4364 305 -37
7705 1984 140
7635 6592 -292
3993 4694 231
5242 389 954
7703 1534 614
5254 2384 -830
7340 5134 -415
7497 5851 -768
1251 5768 966
2277 2286 372
4881 7697 970
5231 2851 511
539 8381 -805
3890 3976 -528
365 7501 620
202 3938 689
7498 4881 78
3450 8154 -535
4108 4192 185
5260 7666 -563
875 4838 233
8429 1367 253
2675 656 742
4505 5878 25
7101 8201 12
521 5502 -250
2474 1654 -449
8180 3430 842
6197 534 -160
6199 679 -617
5128 6505 -976
7066 6536 763
7202 5592 316
2742 1984 551
1378 1187 387
6399 4162 816
4354 535 -710
6607 6647 -256
2007 7262 -198
5340 1627 -352
1997 51 143
7666 8202 392
4116 6154 -990
4064 6097 939
3921 5336 265
2655 7485 -514
1063 1317 180
5398 7524 -925
1649 7556 -271
7514 7048 -625
562 8274 -908
6282 3414 841
6085 2251 -884
115 6491 92
2742 3549 522
1478 860 -694
1292 1033 -279
1207 2658 -754
2746 214 946
707 3231 888
4910 7918 -171
4110 2833 904
4672 7602 648
7771 236 -412
7338 745 457
5019 5760 -720
4048 7938 400
1719 570 -67
2894 143 -779
1052 6543 -526
466 3156 997
7090 466 -945
245 2109 -105
6925 728 -756
5775 5948 -521
3096 6669 458
337 2617 63
444 3418 -839
5897 6642 -102
2873 1206 901
6373 1033 -7
5594 6350 252
